index,innumcluster,overlaps,stretches,position,friction,middleCharge,otherCharge,otherparam,otherpara,AnzahlLinks
799,1,1.0,0.0,0.0,0.2,-12,-6,16,104,644
800,1,1.0,0.0,0.0,0.2,-12,-6,16,108,644
801,1,1.0,0.0,0.0,0.2,-12,-6,16,112,644
802,1,1.0,0.0,0.0,0.2,-12,-6,16,116,644
803,1,1.0,0.0,0.0,0.2,-12,-6,16,120,644
834,1,1.0,0.0,0.0,0.2,-12,0,16,100,644
835,1,1.0,0.0,0.0,0.2,-12,0,16,104,644
836,1,1.0,0.0,0.0,0.2,-12,0,16,108,644
837,1,1.0,0.0,0.0,0.2,-12,0,16,112,644
838,1,1.0,0.0,0.0,0.2,-12,0,16,116,644
839,1,1.0,0.0,0.0,0.2,-12,0,16,120,644
870,1,1.0,0.0,0.0,0.2,-6,-30,16,100,644
871,1,1.0,0.0,0.0,0.2,-6,-30,16,104,644
872,1,1.0,0.0,0.0,0.2,-6,-30,16,108,644
873,1,1.0,0.0,0.0,0.2,-6,-30,16,112,644
874,1,1.0,0.0,0.0,0.2,-6,-30,16,116,644
875,1,1.0,0.0,0.0,0.2,-6,-30,16,120,644
906,1,1.0,0.0,0.0,0.2,-6,-24,16,100,644
907,1,1.0,0.0,0.0,0.2,-6,-24,16,104,644
908,1,1.0,0.0,0.0,0.2,-6,-24,16,108,644
909,1,1.0,0.0,0.0,0.2,-6,-24,16,112,644
910,1,1.0,0.0,0.0,0.2,-6,-24,16,116,644
911,1,1.0,0.0,0.0,0.2,-6,-24,16,120,644
942,1,1.0,0.0,0.0,0.2,-6,-18,16,100,644
943,1,1.0,0.0,0.0,0.2,-6,-18,16,104,644
944,1,1.0,0.0,0.0,0.2,-6,-18,16,108,644
945,1,1.0,0.0,0.0,0.2,-6,-18,16,112,644
946,1,1.0,0.0,0.0,0.2,-6,-18,16,116,644
947,1,1.0,0.0,0.0,0.2,-6,-18,16,120,644
978,1,1.0,0.0,0.0,0.2,-6,-12,16,100,644
979,1,1.0,0.0,0.0,0.2,-6,-12,16,104,644
980,1,1.0,0.0,0.0,0.2,-6,-12,16,108,644
981,1,1.0,0.0,0.0,0.2,-6,-12,16,112,644
982,1,1.0,0.0,0.0,0.2,-6,-12,16,116,644
983,1,1.0,0.0,0.0,0.2,-6,-12,16,120,644
1014,1,1.0,0.0,0.0,0.2,-6,-6,16,100,644
1015,1,1.0,0.0,0.0,0.2,-6,-6,16,104,644
1016,1,1.0,0.0,0.0,0.2,-6,-6,16,108,644
1017,1,1.0,0.0,0.0,0.2,-6,-6,16,112,644
1018,1,1.0,0.0,0.0,0.2,-6,-6,16,116,644
1019,1,1.0,0.0,0.0,0.2,-6,-6,16,120,644
1050,1,1.0,0.0,0.0,0.2,-6,0,16,100,644
1051,1,1.0,0.0,0.0,0.2,-6,0,16,104,644
1052,1,1.0,0.0,0.0,0.2,-6,0,16,108,644
1053,1,1.0,0.0,0.0,0.2,-6,0,16,112,644
1054,1,1.0,0.0,0.0,0.2,-6,0,16,116,644
1055,1,1.0,0.0,0.0,0.2,-6,0,16,120,644
1086,1,1.0,0.0,0.0,0.2,0,-30,16,100,644
1087,1,1.0,0.0,0.0,0.2,0,-30,16,104,644
1088,1,1.0,0.0,0.0,0.2,0,-30,16,108,644
1089,1,1.0,0.0,0.0,0.2,0,-30,16,112,644
1090,1,1.0,0.0,0.0,0.2,0,-30,16,116,644
1091,1,1.0,0.0,0.0,0.2,0,-30,16,120,644
1122,1,1.0,0.0,0.0,0.2,0,-24,16,100,644
1123,1,1.0,0.0,0.0,0.2,0,-24,16,104,644
1124,1,1.0,0.0,0.0,0.2,0,-24,16,108,644
1125,1,1.0,0.0,0.0,0.2,0,-24,16,112,644
1126,1,1.0,0.0,0.0,0.2,0,-24,16,116,644
1127,1,1.0,0.0,0.0,0.2,0,-24,16,120,644
1158,1,1.0,0.0,0.0,0.2,0,-18,16,100,644
1159,1,1.0,0.0,0.0,0.2,0,-18,16,104,644
1160,1,1.0,0.0,0.0,0.2,0,-18,16,108,644
1161,1,1.0,0.0,0.0,0.2,0,-18,16,112,644
1162,1,1.0,0.0,0.0,0.2,0,-18,16,116,644
1163,1,1.0,0.0,0.0,0.2,0,-18,16,120,644
1194,1,1.0,0.0,0.0,0.2,0,-12,16,100,644
1195,1,1.0,0.0,0.0,0.2,0,-12,16,104,644
1196,1,1.0,0.0,0.0,0.2,0,-12,16,108,644
1197,1,1.0,0.0,0.0,0.2,0,-12,16,112,644
1198,1,1.0,0.0,0.0,0.2,0,-12,16,116,644
1199,1,1.0,0.0,0.0,0.2,0,-12,16,120,644
1230,1,1.0,0.0,0.0,0.2,0,-6,16,100,644
1231,1,1.0,0.0,0.0,0.2,0,-6,16,104,644
1232,1,1.0,0.0,0.0,0.2,0,-6,16,108,644
1233,1,1.0,0.0,0.0,0.2,0,-6,16,112,644
1234,1,1.0,0.0,0.0,0.2,0,-6,16,116,644
1235,1,1.0,0.0,0.0,0.2,0,-6,16,120,644
1266,1,1.0,0.0,0.0,0.2,0,0,16,100,644
1267,1,1.0,0.0,0.0,0.2,0,0,16,104,644
1268,1,1.0,0.0,0.0,0.2,0,0,16,108,644
1269,1,1.0,0.0,0.0,0.2,0,0,16,112,644
1270,1,1.0,0.0,0.0,0.2,0,0,16,116,644
1271,1,1.0,0.0,0.0,0.2,0,0,16,120,644
1302,1,1.0,0.0,0.0,0.4,-30,-30,16,100,644
1303,1,1.0,0.0,0.0,0.4,-30,-30,16,104,644
1304,1,1.0,0.0,0.0,0.4,-30,-30,16,108,644
1305,1,1.0,0.0,0.0,0.4,-30,-30,16,112,644
1306,1,1.0,0.0,0.0,0.4,-30,-30,16,116,644
1307,1,1.0,0.0,0.0,0.4,-30,-30,16,120,644
1308,1,1.0,0.0,0.0,0.4,-30,-30,17,100,644
1309,1,1.0,0.0,0.0,0.4,-30,-30,17,104,644
1310,1,1.0,0.0,0.0,0.4,-30,-30,17,108,644
1311,1,1.0,0.0,0.0,0.4,-30,-30,17,112,644
1312,1,1.0,0.0,0.0,0.4,-30,-30,17,116,644
1313,1,1.0,0.0,0.0,0.4,-30,-30,17,120,644
1338,1,1.0,0.0,0.0,0.4,-30,-24,16,100,644
1339,1,1.0,0.0,0.0,0.4,-30,-24,16,104,644
1340,1,1.0,0.0,0.0,0.4,-30,-24,16,108,644
1341,1,1.0,0.0,0.0,0.4,-30,-24,16,112,644
1342,1,1.0,0.0,0.0,0.4,-30,-24,16,116,644
1343,1,1.0,0.0,0.0,0.4,-30,-24,16,120,644
1348,1,1.0,0.0,0.0,0.4,-30,-24,17,116,644
1349,1,1.0,0.0,0.0,0.4,-30,-24,17,120,644
1374,1,1.0,0.0,0.0,0.4,-30,-18,16,100,644
1375,1,1.0,0.0,0.0,0.4,-30,-18,16,104,644
1376,1,1.0,0.0,0.0,0.4,-30,-18,16,108,644
1377,1,1.0,0.0,0.0,0.4,-30,-18,16,112,644
1378,1,1.0,0.0,0.0,0.4,-30,-18,16,116,644
1379,1,1.0,0.0,0.0,0.4,-30,-18,16,120,644
1410,1,1.0,0.0,0.0,0.4,-30,-12,16,100,644
1411,1,1.0,0.0,0.0,0.4,-30,-12,16,104,644
1412,1,1.0,0.0,0.0,0.4,-30,-12,16,108,644
1413,1,1.0,0.0,0.0,0.4,-30,-12,16,112,644
1414,1,1.0,0.0,0.0,0.4,-30,-12,16,116,644
1415,1,1.0,0.0,0.0,0.4,-30,-12,16,120,644
1446,1,1.0,0.0,0.0,0.4,-30,-6,16,100,644
1447,1,1.0,0.0,0.0,0.4,-30,-6,16,104,644
1448,1,1.0,0.0,0.0,0.4,-30,-6,16,108,644
1449,1,1.0,0.0,0.0,0.4,-30,-6,16,112,644
1450,1,1.0,0.0,0.0,0.4,-30,-6,16,116,644
1451,1,1.0,0.0,0.0,0.4,-30,-6,16,120,644
1482,1,1.0,0.0,0.0,0.4,-30,0,16,100,644
1483,1,1.0,0.0,0.0,0.4,-30,0,16,104,644
1484,1,1.0,0.0,0.0,0.4,-30,0,16,108,644
1485,1,1.0,0.0,0.0,0.4,-30,0,16,112,644
1486,1,1.0,0.0,0.0,0.4,-30,0,16,116,644
1487,1,1.0,0.0,0.0,0.4,-30,0,16,120,644
1518,1,1.0,0.0,0.0,0.4,-24,-30,16,100,644
1519,1,1.0,0.0,0.0,0.4,-24,-30,16,104,644
1520,1,1.0,0.0,0.0,0.4,-24,-30,16,108,644
1521,1,1.0,0.0,0.0,0.4,-24,-30,16,112,644
1522,1,1.0,0.0,0.0,0.4,-24,-30,16,116,644
1523,1,1.0,0.0,0.0,0.4,-24,-30,16,120,644
1524,1,1.0,0.0,0.0,0.4,-24,-30,17,100,644
1525,1,1.0,0.0,0.0,0.4,-24,-30,17,104,644
1526,1,1.0,0.0,0.0,0.4,-24,-30,17,108,644
1527,1,1.0,0.0,0.0,0.4,-24,-30,17,112,644
1528,1,1.0,0.0,0.0,0.4,-24,-30,17,116,644
1529,1,1.0,0.0,0.0,0.4,-24,-30,17,120,644
1554,1,1.0,0.0,0.0,0.4,-24,-24,16,100,644
1555,1,1.0,0.0,0.0,0.4,-24,-24,16,104,644
1556,1,1.0,0.0,0.0,0.4,-24,-24,16,108,644
1557,1,1.0,0.0,0.0,0.4,-24,-24,16,112,644
1558,1,1.0,0.0,0.0,0.4,-24,-24,16,116,644
1559,1,1.0,0.0,0.0,0.4,-24,-24,16,120,644
1561,1,1.0,0.0,0.0,0.4,-24,-24,17,104,644
1562,1,1.0,0.0,0.0,0.4,-24,-24,17,108,644
1563,1,1.0,0.0,0.0,0.4,-24,-24,17,112,644
1590,1,1.0,0.0,0.0,0.4,-24,-18,16,100,644
1591,1,1.0,0.0,0.0,0.4,-24,-18,16,104,644
1592,1,1.0,0.0,0.0,0.4,-24,-18,16,108,644
1593,1,1.0,0.0,0.0,0.4,-24,-18,16,112,644
1594,1,1.0,0.0,0.0,0.4,-24,-18,16,116,644
1595,1,1.0,0.0,0.0,0.4,-24,-18,16,120,644
1626,1,1.0,0.0,0.0,0.4,-24,-12,16,100,644
1627,1,1.0,0.0,0.0,0.4,-24,-12,16,104,644
1628,1,1.0,0.0,0.0,0.4,-24,-12,16,108,644
1629,1,1.0,0.0,0.0,0.4,-24,-12,16,112,644
1630,1,1.0,0.0,0.0,0.4,-24,-12,16,116,644
1631,1,1.0,0.0,0.0,0.4,-24,-12,16,120,644
1662,1,1.0,0.0,0.0,0.4,-24,-6,16,100,644
1663,1,1.0,0.0,0.0,0.4,-24,-6,16,104,644
1664,1,1.0,0.0,0.0,0.4,-24,-6,16,108,644
1665,1,1.0,0.0,0.0,0.4,-24,-6,16,112,644
1666,1,1.0,0.0,0.0,0.4,-24,-6,16,116,644
1667,1,1.0,0.0,0.0,0.4,-24,-6,16,120,644
1698,1,1.0,0.0,0.0,0.4,-24,0,16,100,644
1699,1,1.0,0.0,0.0,0.4,-24,0,16,104,644
1700,1,1.0,0.0,0.0,0.4,-24,0,16,108,644
1701,1,1.0,0.0,0.0,0.4,-24,0,16,112,644
1702,1,1.0,0.0,0.0,0.4,-24,0,16,116,644
1703,1,1.0,0.0,0.0,0.4,-24,0,16,120,644
1734,1,1.0,0.0,0.0,0.4,-18,-30,16,100,644
1735,1,1.0,0.0,0.0,0.4,-18,-30,16,104,644
1736,1,1.0,0.0,0.0,0.4,-18,-30,16,108,644
1737,1,1.0,0.0,0.0,0.4,-18,-30,16,112,644
1738,1,1.0,0.0,0.0,0.4,-18,-30,16,116,644
1739,1,1.0,0.0,0.0,0.4,-18,-30,16,120,644
1740,1,1.0,0.0,0.0,0.4,-18,-30,17,100,644
1741,1,1.0,0.0,0.0,0.4,-18,-30,17,104,644
1742,1,1.0,0.0,0.0,0.4,-18,-30,17,108,644
1743,1,1.0,0.0,0.0,0.4,-18,-30,17,112,644
1744,1,1.0,0.0,0.0,0.4,-18,-30,17,116,644
1745,1,1.0,0.0,0.0,0.4,-18,-30,17,120,644
1770,1,1.0,0.0,0.0,0.4,-18,-24,16,100,644
1771,1,1.0,0.0,0.0,0.4,-18,-24,16,104,644
1772,1,1.0,0.0,0.0,0.4,-18,-24,16,108,644
1773,1,1.0,0.0,0.0,0.4,-18,-24,16,112,644
1774,1,1.0,0.0,0.0,0.4,-18,-24,16,116,644
1775,1,1.0,0.0,0.0,0.4,-18,-24,16,120,644
1777,1,1.0,0.0,0.0,0.4,-18,-24,17,104,644
1778,1,1.0,0.0,0.0,0.4,-18,-24,17,108,644
1779,1,1.0,0.0,0.0,0.4,-18,-24,17,112,644
1780,1,1.0,0.0,0.0,0.4,-18,-24,17,116,644
1781,1,1.0,0.0,0.0,0.4,-18,-24,17,120,644
1806,1,1.0,0.0,0.0,0.4,-18,-18,16,100,644
1807,1,1.0,0.0,0.0,0.4,-18,-18,16,104,644
1808,1,1.0,0.0,0.0,0.4,-18,-18,16,108,644
1809,1,1.0,0.0,0.0,0.4,-18,-18,16,112,644
1810,1,1.0,0.0,0.0,0.4,-18,-18,16,116,644
1811,1,1.0,0.0,0.0,0.4,-18,-18,16,120,644
1842,1,1.0,0.0,0.0,0.4,-18,-12,16,100,644
1843,1,1.0,0.0,0.0,0.4,-18,-12,16,104,644
1844,1,1.0,0.0,0.0,0.4,-18,-12,16,108,644
1845,1,1.0,0.0,0.0,0.4,-18,-12,16,112,644
1846,1,1.0,0.0,0.0,0.4,-18,-12,16,116,644
1847,1,1.0,0.0,0.0,0.4,-18,-12,16,120,644
1878,1,1.0,0.0,0.0,0.4,-18,-6,16,100,644
1879,1,1.0,0.0,0.0,0.4,-18,-6,16,104,644
1880,1,1.0,0.0,0.0,0.4,-18,-6,16,108,644
1881,1,1.0,0.0,0.0,0.4,-18,-6,16,112,644
1882,1,1.0,0.0,0.0,0.4,-18,-6,16,116,644
1883,1,1.0,0.0,0.0,0.4,-18,-6,16,120,644
1914,1,1.0,0.0,0.0,0.4,-18,0,16,100,644
1915,1,1.0,0.0,0.0,0.4,-18,0,16,104,644
1916,1,1.0,0.0,0.0,0.4,-18,0,16,108,644
1917,1,1.0,0.0,0.0,0.4,-18,0,16,112,644
1918,1,1.0,0.0,0.0,0.4,-18,0,16,116,644
1919,1,1.0,0.0,0.0,0.4,-18,0,16,120,644
1950,1,1.0,0.0,0.0,0.4,-12,-30,16,100,644
1951,1,1.0,0.0,0.0,0.4,-12,-30,16,104,644
1952,1,1.0,0.0,0.0,0.4,-12,-30,16,108,644
1953,1,1.0,0.0,0.0,0.4,-12,-30,16,112,644
1954,1,1.0,0.0,0.0,0.4,-12,-30,16,116,644
1955,1,1.0,0.0,0.0,0.4,-12,-30,16,120,644
1956,1,1.0,0.0,0.0,0.4,-12,-30,17,100,644
1957,1,1.0,0.0,0.0,0.4,-12,-30,17,104,644
1958,1,1.0,0.0,0.0,0.4,-12,-30,17,108,644
1959,1,1.0,0.0,0.0,0.4,-12,-30,17,112,644
1960,1,1.0,0.0,0.0,0.4,-12,-30,17,116,644
1961,1,1.0,0.0,0.0,0.4,-12,-30,17,120,644
1986,1,1.0,0.0,0.0,0.4,-12,-24,16,100,644
1987,1,1.0,0.0,0.0,0.4,-12,-24,16,104,644
1988,1,1.0,0.0,0.0,0.4,-12,-24,16,108,644
1989,1,1.0,0.0,0.0,0.4,-12,-24,16,112,644
1990,1,1.0,0.0,0.0,0.4,-12,-24,16,116,644
1991,1,1.0,0.0,0.0,0.4,-12,-24,16,120,644
1994,1,1.0,0.0,0.0,0.4,-12,-24,17,108,644
1995,1,1.0,0.0,0.0,0.4,-12,-24,17,112,644
1997,1,1.0,0.0,0.0,0.4,-12,-24,17,120,644
2022,1,1.0,0.0,0.0,0.4,-12,-18,16,100,644
2023,1,1.0,0.0,0.0,0.4,-12,-18,16,104,644
2024,1,1.0,0.0,0.0,0.4,-12,-18,16,108,644
2025,1,1.0,0.0,0.0,0.4,-12,-18,16,112,644
2026,1,1.0,0.0,0.0,0.4,-12,-18,16,116,644
2027,1,1.0,0.0,0.0,0.4,-12,-18,16,120,644
2058,1,1.0,0.0,0.0,0.4,-12,-12,16,100,644
2059,1,1.0,0.0,0.0,0.4,-12,-12,16,104,644
2060,1,1.0,0.0,0.0,0.4,-12,-12,16,108,644
2061,1,1.0,0.0,0.0,0.4,-12,-12,16,112,644
2062,1,1.0,0.0,0.0,0.4,-12,-12,16,116,644
2063,1,1.0,0.0,0.0,0.4,-12,-12,16,120,644
2094,1,1.0,0.0,0.0,0.4,-12,-6,16,100,644
2095,1,1.0,0.0,0.0,0.4,-12,-6,16,104,644
2096,1,1.0,0.0,0.0,0.4,-12,-6,16,108,644
2097,1,1.0,0.0,0.0,0.4,-12,-6,16,112,644
2098,1,1.0,0.0,0.0,0.4,-12,-6,16,116,644
2099,1,1.0,0.0,0.0,0.4,-12,-6,16,120,644
2130,1,1.0,0.0,0.0,0.4,-12,0,16,100,644
2131,1,1.0,0.0,0.0,0.4,-12,0,16,104,644
2132,1,1.0,0.0,0.0,0.4,-12,0,16,108,644
2133,1,1.0,0.0,0.0,0.4,-12,0,16,112,644
2134,1,1.0,0.0,0.0,0.4,-12,0,16,116,644
2135,1,1.0,0.0,0.0,0.4,-12,0,16,120,644
2166,1,1.0,0.0,0.0,0.4,-6,-30,16,100,644
2167,1,1.0,0.0,0.0,0.4,-6,-30,16,104,644
2169,1,1.0,0.0,0.0,0.4,-6,-30,16,112,644
2170,1,1.0,0.0,0.0,0.4,-6,-30,16,116,644
2171,1,1.0,0.0,0.0,0.4,-6,-30,16,120,644
2172,1,1.0,0.0,0.0,0.4,-6,-30,17,100,644
2173,1,1.0,0.0,0.0,0.4,-6,-30,17,104,644
2174,1,1.0,0.0,0.0,0.4,-6,-30,17,108,644
2175,1,1.0,0.0,0.0,0.4,-6,-30,17,112,644
2176,1,1.0,0.0,0.0,0.4,-6,-30,17,116,644
2177,1,1.0,0.0,0.0,0.4,-6,-30,17,120,644
2202,1,1.0,0.0,0.0,0.4,-6,-24,16,100,644
2203,1,1.0,0.0,0.0,0.4,-6,-24,16,104,644
2204,1,1.0,0.0,0.0,0.4,-6,-24,16,108,644
2205,1,1.0,0.0,0.0,0.4,-6,-24,16,112,644
2206,1,1.0,0.0,0.0,0.4,-6,-24,16,116,644
2207,1,1.0,0.0,0.0,0.4,-6,-24,16,120,644
2210,1,1.0,0.0,0.0,0.4,-6,-24,17,108,644
2211,1,1.0,0.0,0.0,0.4,-6,-24,17,112,644
2212,1,1.0,0.0,0.0,0.4,-6,-24,17,116,644
2213,1,1.0,0.0,0.0,0.4,-6,-24,17,120,644
2238,1,1.0,0.0,0.0,0.4,-6,-18,16,100,644
2239,1,1.0,0.0,0.0,0.4,-6,-18,16,104,644
2240,1,1.0,0.0,0.0,0.4,-6,-18,16,108,644
2241,1,1.0,0.0,0.0,0.4,-6,-18,16,112,644
2242,1,1.0,0.0,0.0,0.4,-6,-18,16,116,644
2243,1,1.0,0.0,0.0,0.4,-6,-18,16,120,644
2274,1,1.0,0.0,0.0,0.4,-6,-12,16,100,644
2275,1,1.0,0.0,0.0,0.4,-6,-12,16,104,644
2276,1,1.0,0.0,0.0,0.4,-6,-12,16,108,644
2277,1,1.0,0.0,0.0,0.4,-6,-12,16,112,644
2278,1,1.0,0.0,0.0,0.4,-6,-12,16,116,644
2279,1,1.0,0.0,0.0,0.4,-6,-12,16,120,644
2310,1,1.0,0.0,0.0,0.4,-6,-6,16,100,644
2311,1,1.0,0.0,0.0,0.4,-6,-6,16,104,644
2312,1,1.0,0.0,0.0,0.4,-6,-6,16,108,644
2313,1,1.0,0.0,0.0,0.4,-6,-6,16,112,644
2314,1,1.0,0.0,0.0,0.4,-6,-6,16,116,644
2315,1,1.0,0.0,0.0,0.4,-6,-6,16,120,644
2346,1,1.0,0.0,0.0,0.4,-6,0,16,100,644
2347,1,1.0,0.0,0.0,0.4,-6,0,16,104,644
2348,1,1.0,0.0,0.0,0.4,-6,0,16,108,644
2349,1,1.0,0.0,0.0,0.4,-6,0,16,112,644
2350,1,1.0,0.0,0.0,0.4,-6,0,16,116,644
2351,1,1.0,0.0,0.0,0.4,-6,0,16,120,644
2382,1,1.0,0.0,0.0,0.4,0,-30,16,100,644
2383,1,1.0,0.0,0.0,0.4,0,-30,16,104,644
2384,1,1.0,0.0,0.0,0.4,0,-30,16,108,644
2385,1,1.0,0.0,0.0,0.4,0,-30,16,112,644
2386,1,1.0,0.0,0.0,0.4,0,-30,16,116,644
2387,1,1.0,0.0,0.0,0.4,0,-30,16,120,644
2388,1,1.0,0.0,0.0,0.4,0,-30,17,100,644
2389,1,1.0,0.0,0.0,0.4,0,-30,17,104,644
2390,1,1.0,0.0,0.0,0.4,0,-30,17,108,644
2391,1,1.0,0.0,0.0,0.4,0,-30,17,112,644
2392,1,1.0,0.0,0.0,0.4,0,-30,17,116,644
2393,1,1.0,0.0,0.0,0.4,0,-30,17,120,644
2418,1,1.0,0.0,0.0,0.4,0,-24,16,100,644
2419,1,1.0,0.0,0.0,0.4,0,-24,16,104,644
2420,1,1.0,0.0,0.0,0.4,0,-24,16,108,644
2421,1,1.0,0.0,0.0,0.4,0,-24,16,112,644
2422,1,1.0,0.0,0.0,0.4,0,-24,16,116,644
2423,1,1.0,0.0,0.0,0.4,0,-24,16,120,644
2426,1,1.0,0.0,0.0,0.4,0,-24,17,108,644
2427,1,1.0,0.0,0.0,0.4,0,-24,17,112,644
2428,1,1.0,0.0,0.0,0.4,0,-24,17,116,644
2429,1,1.0,0.0,0.0,0.4,0,-24,17,120,644
2454,1,1.0,0.0,0.0,0.4,0,-18,16,100,644
2455,1,1.0,0.0,0.0,0.4,0,-18,16,104,644
2456,1,1.0,0.0,0.0,0.4,0,-18,16,108,644
2457,1,1.0,0.0,0.0,0.4,0,-18,16,112,644
2458,1,1.0,0.0,0.0,0.4,0,-18,16,116,644
2459,1,1.0,0.0,0.0,0.4,0,-18,16,120,644
2490,1,1.0,0.0,0.0,0.4,0,-12,16,100,644
2491,1,1.0,0.0,0.0,0.4,0,-12,16,104,644
2492,1,1.0,0.0,0.0,0.4,0,-12,16,108,644
2493,1,1.0,0.0,0.0,0.4,0,-12,16,112,644
2494,1,1.0,0.0,0.0,0.4,0,-12,16,116,644
2495,1,1.0,0.0,0.0,0.4,0,-12,16,120,644
2526,1,1.0,0.0,0.0,0.4,0,-6,16,100,644
2527,1,1.0,0.0,0.0,0.4,0,-6,16,104,644
2528,1,1.0,0.0,0.0,0.4,0,-6,16,108,644
2529,1,1.0,0.0,0.0,0.4,0,-6,16,112,644
2530,1,1.0,0.0,0.0,0.4,0,-6,16,116,644
2531,1,1.0,0.0,0.0,0.4,0,-6,16,120,644
2562,1,1.0,0.0,0.0,0.4,0,0,16,100,644
2563,1,1.0,0.0,0.0,0.4,0,0,16,104,644
2564,1,1.0,0.0,0.0,0.4,0,0,16,108,644
2565,1,1.0,0.0,0.0,0.4,0,0,16,112,644
2566,1,1.0,0.0,0.0,0.4,0,0,16,116,644
2567,1,1.0,0.0,0.0,0.4,0,0,16,120,644
2604,1,1.0,0.0,0.0,0.6,-30,-30,17,100,644
2605,1,1.0,0.0,0.0,0.6,-30,-30,17,104,644
2606,1,1.0,0.0,0.0,0.6,-30,-30,17,108,644
2607,1,1.0,0.0,0.0,0.6,-30,-30,17,112,644
2608,1,1.0,0.0,0.0,0.6,-30,-30,17,116,644
2609,1,1.0,0.0,0.0,0.6,-30,-30,17,120,644
2640,1,1.0,0.0,0.0,0.6,-30,-24,17,100,644
2641,1,1.0,0.0,0.0,0.6,-30,-24,17,104,644
2642,1,1.0,0.0,0.0,0.6,-30,-24,17,108,644
2643,1,1.0,0.0,0.0,0.6,-30,-24,17,112,644
2644,1,1.0,0.0,0.0,0.6,-30,-24,17,116,644
2645,1,1.0,0.0,0.0,0.6,-30,-24,17,120,644
2670,1,1.0,0.0,0.0,0.6,-30,-18,16,100,644
2674,1,1.0,0.0,0.0,0.6,-30,-18,16,116,644
2675,1,1.0,0.0,0.0,0.6,-30,-18,16,120,644
2676,1,1.0,0.0,0.0,0.6,-30,-18,17,100,644
2677,1,1.0,0.0,0.0,0.6,-30,-18,17,104,644
2678,1,1.0,0.0,0.0,0.6,-30,-18,17,108,644
2679,1,1.0,0.0,0.0,0.6,-30,-18,17,112,644
2680,1,1.0,0.0,0.0,0.6,-30,-18,17,116,644
2681,1,1.0,0.0,0.0,0.6,-30,-18,17,120,644
2706,1,1.0,0.0,0.0,0.6,-30,-12,16,100,644
2707,1,1.0,0.0,0.0,0.6,-30,-12,16,104,644
2708,1,1.0,0.0,0.0,0.6,-30,-12,16,108,644
2709,1,1.0,0.0,0.0,0.6,-30,-12,16,112,644
2710,1,1.0,0.0,0.0,0.6,-30,-12,16,116,644
2711,1,1.0,0.0,0.0,0.6,-30,-12,16,120,644
2742,1,1.0,0.0,0.0,0.6,-30,-6,16,100,644
2743,1,1.0,0.0,0.0,0.6,-30,-6,16,104,644
2744,1,1.0,0.0,0.0,0.6,-30,-6,16,108,644
2745,1,1.0,0.0,0.0,0.6,-30,-6,16,112,644
2746,1,1.0,0.0,0.0,0.6,-30,-6,16,116,644
2747,1,1.0,0.0,0.0,0.6,-30,-6,16,120,644
2778,1,1.0,0.0,0.0,0.6,-30,0,16,100,644
2779,1,1.0,0.0,0.0,0.6,-30,0,16,104,644
2780,1,1.0,0.0,0.0,0.6,-30,0,16,108,644
2781,1,1.0,0.0,0.0,0.6,-30,0,16,112,644
2782,1,1.0,0.0,0.0,0.6,-30,0,16,116,644
2783,1,1.0,0.0,0.0,0.6,-30,0,16,120,644
2820,1,1.0,0.0,0.0,0.6,-24,-30,17,100,644
2821,1,1.0,0.0,0.0,0.6,-24,-30,17,104,644
2822,1,1.0,0.0,0.0,0.6,-24,-30,17,108,644
2823,1,1.0,0.0,0.0,0.6,-24,-30,17,112,644
2824,1,1.0,0.0,0.0,0.6,-24,-30,17,116,644
2825,1,1.0,0.0,0.0,0.6,-24,-30,17,120,644
2856,1,1.0,0.0,0.0,0.6,-24,-24,17,100,644
2857,1,1.0,0.0,0.0,0.6,-24,-24,17,104,644
2858,1,1.0,0.0,0.0,0.6,-24,-24,17,108,644
2859,1,1.0,0.0,0.0,0.6,-24,-24,17,112,644
2860,1,1.0,0.0,0.0,0.6,-24,-24,17,116,644
2861,1,1.0,0.0,0.0,0.6,-24,-24,17,120,644
2886,1,1.0,0.0,0.0,0.6,-24,-18,16,100,644
2888,1,1.0,0.0,0.0,0.6,-24,-18,16,108,644
2889,1,1.0,0.0,0.0,0.6,-24,-18,16,112,644
2892,1,1.0,0.0,0.0,0.6,-24,-18,17,100,644
2893,1,1.0,0.0,0.0,0.6,-24,-18,17,104,644
2894,1,1.0,0.0,0.0,0.6,-24,-18,17,108,644
2895,1,1.0,0.0,0.0,0.6,-24,-18,17,112,644
2896,1,1.0,0.0,0.0,0.6,-24,-18,17,116,644
2897,1,1.0,0.0,0.0,0.6,-24,-18,17,120,644
2922,1,1.0,0.0,0.0,0.6,-24,-12,16,100,644
2923,1,1.0,0.0,0.0,0.6,-24,-12,16,104,644
2924,1,1.0,0.0,0.0,0.6,-24,-12,16,108,644
2925,1,1.0,0.0,0.0,0.6,-24,-12,16,112,644
2926,1,1.0,0.0,0.0,0.6,-24,-12,16,116,644
2927,1,1.0,0.0,0.0,0.6,-24,-12,16,120,644
2958,1,1.0,0.0,0.0,0.6,-24,-6,16,100,644
2959,1,1.0,0.0,0.0,0.6,-24,-6,16,104,644
2960,1,1.0,0.0,0.0,0.6,-24,-6,16,108,644
2961,1,1.0,0.0,0.0,0.6,-24,-6,16,112,644
2962,1,1.0,0.0,0.0,0.6,-24,-6,16,116,644
2963,1,1.0,0.0,0.0,0.6,-24,-6,16,120,644
2994,1,1.0,0.0,0.0,0.6,-24,0,16,100,644
