index,innumcluster,overlaps,stretches,position,friction,middleCharge,otherCharge,otherparam,otherpara,AnzahlLinks
2871,32,66.0,0.0,0.0,0.6,-24,-24,19,112,644
3480,32,66.0,0.0,0.0,0.6,-6,-30,19,100,644
4491,32,66.0,0.0,0.0,0.8,-18,-6,19,112,644
416,33,26.0,0.0,0.0,0.2,-24,0,18,108,644
631,33,26.0,0.0,0.0,0.2,-18,0,18,104,644
811,33,26.0,0.0,0.0,0.2,-12,-6,18,104,644
812,33,26.0,0.0,0.0,0.2,-12,-6,18,108,644
1029,33,26.0,0.0,0.0,0.2,-6,-6,18,112,644
1030,33,26.0,0.0,0.0,0.2,-6,-6,18,116,644
1031,33,26.0,0.0,0.0,0.2,-6,-6,18,120,644
1282,33,26.0,0.0,0.0,0.2,0,0,18,116,644
2646,33,26.0,0.0,0.0,0.6,-30,-24,18,100,644
2647,33,26.0,0.0,0.0,0.6,-30,-24,18,104,644
3079,33,26.0,0.0,0.0,0.6,-18,-24,18,104,644
3297,33,26.0,0.0,0.0,0.6,-12,-24,18,112,644
3730,33,26.0,0.0,0.0,0.6,0,-24,18,116,644
418,34,19.0,0.0,0.0,0.2,-24,0,18,116,644
634,34,19.0,0.0,0.0,0.2,-18,0,18,116,644
1064,34,19.0,0.0,0.0,0.2,-6,0,18,108,644
1246,34,19.0,0.0,0.0,0.2,0,-6,18,116,644
2612,34,19.0,0.0,0.0,0.6,-30,-30,18,108,644
2613,34,19.0,0.0,0.0,0.6,-30,-30,18,112,644
2614,34,19.0,0.0,0.0,0.6,-30,-30,18,116,644
2615,34,19.0,0.0,0.0,0.6,-30,-30,18,120,644
2651,34,19.0,0.0,0.0,0.6,-30,-24,18,120,644
2827,34,19.0,0.0,0.0,0.6,-24,-30,18,104,644
2829,34,19.0,0.0,0.0,0.6,-24,-30,18,112,644
2830,34,19.0,0.0,0.0,0.6,-24,-30,18,116,644
2831,34,19.0,0.0,0.0,0.6,-24,-30,18,120,644
3044,34,19.0,0.0,0.0,0.6,-18,-30,18,108,644
3045,34,19.0,0.0,0.0,0.6,-18,-30,18,112,644
3046,34,19.0,0.0,0.0,0.6,-18,-30,18,116,644
3047,34,19.0,0.0,0.0,0.6,-18,-30,18,120,644
3261,34,19.0,0.0,0.0,0.6,-12,-30,18,112,644
3262,34,19.0,0.0,0.0,0.6,-12,-30,18,116,644
3263,34,19.0,0.0,0.0,0.6,-12,-30,18,120,644
3475,34,19.0,0.0,0.0,0.6,-6,-30,18,104,644
3476,34,19.0,0.0,0.0,0.6,-6,-30,18,108,644
3477,34,19.0,0.0,0.0,0.6,-6,-30,18,112,644
3478,34,19.0,0.0,0.0,0.6,-6,-30,18,116,644
3479,34,19.0,0.0,0.0,0.6,-6,-30,18,120,644
3945,34,19.0,0.0,0.0,0.8,-30,-24,18,112,644
4122,34,19.0,0.0,0.0,0.8,-24,-30,18,100,644
4161,34,19.0,0.0,0.0,0.8,-24,-24,18,112,644
4554,34,19.0,0.0,0.0,0.8,-12,-30,18,100,644
4771,34,19.0,0.0,0.0,0.8,-6,-30,18,104,644
420,35,65.0,0.0,0.0,0.2,-24,0,19,100,644
604,35,65.0,0.0,0.0,0.2,-18,-6,19,116,644
605,35,65.0,0.0,0.0,0.2,-18,-6,19,120,644
819,35,65.0,0.0,0.0,0.2,-12,-6,19,112,644
820,35,65.0,0.0,0.0,0.2,-12,-6,19,116,644
1033,35,65.0,0.0,0.0,0.2,-6,-6,19,104,644
1036,35,65.0,0.0,0.0,0.2,-6,-6,19,116,644
1644,35,65.0,0.0,0.0,0.4,-24,-12,19,100,644
1646,35,65.0,0.0,0.0,0.4,-24,-12,19,108,644
1824,35,65.0,0.0,0.0,0.4,-18,-18,19,100,644
1826,35,65.0,0.0,0.0,0.4,-18,-18,19,108,644
1933,35,65.0,0.0,0.0,0.4,-18,0,19,104,644
1934,35,65.0,0.0,0.0,0.4,-18,0,19,108,644
2004,35,65.0,0.0,0.0,0.4,-12,-24,19,100,644
2185,35,65.0,0.0,0.0,0.4,-6,-30,19,104,644
2188,35,65.0,0.0,0.0,0.4,-6,-30,19,116,644
2220,35,65.0,0.0,0.0,0.4,-6,-24,19,100,644
2727,35,65.0,0.0,0.0,0.6,-30,-12,19,112,644
3269,35,65.0,0.0,0.0,0.6,-12,-30,19,120,644
3336,35,65.0,0.0,0.0,0.6,-12,-18,19,100,644
4493,35,65.0,0.0,0.0,0.8,-18,-6,19,120,644
4671,35,65.0,0.0,0.0,0.8,-12,-12,19,112,644
4886,35,65.0,0.0,0.0,0.8,-6,-12,19,108,644
532,36,56.0,0.0,0.0,0.2,-18,-18,19,116,644
1324,36,56.0,0.0,0.0,0.4,-30,-30,19,116,644
2657,36,56.0,0.0,0.0,0.6,-30,-24,19,120,644
2688,36,56.0,0.0,0.0,0.6,-30,-18,19,100,644
2728,36,56.0,0.0,0.0,0.6,-30,-12,19,116,644
2729,36,56.0,0.0,0.0,0.6,-30,-12,19,120,644
3049,36,56.0,0.0,0.0,0.6,-18,-30,19,104,644
3265,36,56.0,0.0,0.0,0.6,-12,-30,19,104,644
3267,36,56.0,0.0,0.0,0.6,-12,-30,19,112,644
3481,36,56.0,0.0,0.0,0.6,-6,-30,19,104,644
3483,36,56.0,0.0,0.0,0.6,-6,-30,19,112,644
3484,36,56.0,0.0,0.0,0.6,-6,-30,19,116,644
3698,36,56.0,0.0,0.0,0.6,0,-30,19,108,644
3700,36,56.0,0.0,0.0,0.6,0,-30,19,116,644
3762,36,56.0,0.0,0.0,0.6,0,-18,18,100,644
600,37,64.0,0.0,0.0,0.2,-18,-6,19,100,644
1032,37,64.0,0.0,0.0,0.2,-6,-6,19,100,644
1037,37,64.0,0.0,0.0,0.2,-6,-6,19,120,644
1360,37,64.0,0.0,0.0,0.4,-30,-24,19,116,644
3048,37,64.0,0.0,0.0,0.6,-18,-30,19,100,644
3085,37,64.0,0.0,0.0,0.6,-18,-24,19,104,644
3264,37,64.0,0.0,0.0,0.6,-12,-30,19,100,644
3266,37,64.0,0.0,0.0,0.6,-12,-30,19,108,644
3345,37,64.0,0.0,0.0,0.6,-12,-18,20,112,644
3482,37,64.0,0.0,0.0,0.6,-6,-30,19,108,644
3696,37,64.0,0.0,0.0,0.6,0,-30,19,100,644
3697,37,64.0,0.0,0.0,0.6,0,-30,19,104,644
4673,37,64.0,0.0,0.0,0.8,-12,-12,19,120,644
635,38,28.0,0.0,0.0,0.2,-18,0,18,120,644
846,38,28.0,0.0,0.0,0.2,-12,0,18,100,644
847,38,28.0,0.0,0.0,0.2,-12,0,18,104,644
848,38,28.0,0.0,0.0,0.2,-12,0,18,108,644
849,38,28.0,0.0,0.0,0.2,-12,0,18,112,644
850,38,28.0,0.0,0.0,0.2,-12,0,18,116,644
1062,38,28.0,0.0,0.0,0.2,-6,0,18,100,644
1063,38,28.0,0.0,0.0,0.2,-6,0,18,104,644
1065,38,28.0,0.0,0.0,0.2,-6,0,18,112,644
1066,38,28.0,0.0,0.0,0.2,-6,0,18,116,644
1067,38,28.0,0.0,0.0,0.2,-6,0,18,120,644
2650,38,28.0,0.0,0.0,0.6,-30,-24,18,116,644
3260,38,28.0,0.0,0.0,0.6,-12,-30,18,108,644
3510,38,28.0,0.0,0.0,0.6,-6,-24,18,100,644
4051,38,28.0,0.0,0.0,0.8,-30,-6,18,104,644
4052,38,28.0,0.0,0.0,0.8,-30,-6,18,108,644
4053,38,28.0,0.0,0.0,0.8,-30,-6,18,112,644
4266,38,28.0,0.0,0.0,0.8,-24,-6,18,100,644
4268,38,28.0,0.0,0.0,0.8,-24,-6,18,108,644
4269,38,28.0,0.0,0.0,0.8,-24,-6,18,112,644
4270,38,28.0,0.0,0.0,0.8,-24,-6,18,116,644
4482,38,28.0,0.0,0.0,0.8,-18,-6,18,100,644
4483,38,28.0,0.0,0.0,0.8,-18,-6,18,104,644
4484,38,28.0,0.0,0.0,0.8,-18,-6,18,108,644
4485,38,28.0,0.0,0.0,0.8,-18,-6,18,112,644
4486,38,28.0,0.0,0.0,0.8,-18,-6,18,116,644
4699,38,28.0,0.0,0.0,0.8,-12,-6,18,104,644
4701,38,28.0,0.0,0.0,0.8,-12,-6,18,112,644
4702,38,28.0,0.0,0.0,0.8,-12,-6,18,116,644
4843,38,28.0,0.0,0.0,0.8,-6,-18,18,104,644
745,39,54.0,0.0,0.0,0.2,-12,-18,19,104,644
1142,39,54.0,0.0,0.0,0.2,0,-24,19,108,644
1540,39,54.0,0.0,0.0,0.4,-24,-30,19,116,644
1756,39,54.0,0.0,0.0,0.4,-18,-30,19,116,644
2400,39,54.0,0.0,0.0,0.4,0,-30,19,100,644
2401,39,54.0,0.0,0.0,0.4,0,-30,19,104,644
2403,39,54.0,0.0,0.0,0.4,0,-30,19,112,644
2404,39,54.0,0.0,0.0,0.4,0,-30,19,116,644
2547,39,54.0,0.0,0.0,0.4,0,-6,19,112,644
2691,39,54.0,0.0,0.0,0.6,-30,-18,19,112,644
2724,39,54.0,0.0,0.0,0.6,-30,-12,19,100,644
2835,39,54.0,0.0,0.0,0.6,-24,-30,19,112,644
3519,39,54.0,0.0,0.0,0.6,-6,-24,19,112,644
4020,39,54.0,0.0,0.0,0.8,-30,-12,19,100,644
4237,39,54.0,0.0,0.0,0.8,-24,-12,19,104,644
4238,39,54.0,0.0,0.0,0.8,-24,-12,19,108,644
4239,39,54.0,0.0,0.0,0.8,-24,-12,19,112,644
4344,39,54.0,0.0,0.0,0.8,-18,-30,19,100,644
4453,39,54.0,0.0,0.0,0.8,-18,-12,19,104,644
4455,39,54.0,0.0,0.0,0.8,-18,-12,19,112,644
4637,39,54.0,0.0,0.0,0.8,-12,-18,19,120,644
5067,39,54.0,0.0,0.0,0.8,0,-18,19,112,644
816,40,68.0,0.0,0.0,0.2,-12,-6,19,100,644
852,40,68.0,0.0,0.0,0.2,-12,0,19,100,644
1284,40,68.0,0.0,0.0,0.2,0,0,19,100,644
1285,40,68.0,0.0,0.0,0.2,0,0,19,104,644
1286,40,68.0,0.0,0.0,0.2,0,0,19,108,644
1464,40,68.0,0.0,0.0,0.4,-30,-6,19,100,644
1469,40,68.0,0.0,0.0,0.4,-30,-6,19,120,644
1680,40,68.0,0.0,0.0,0.4,-24,-6,19,100,644
1681,40,68.0,0.0,0.0,0.4,-24,-6,19,104,644
1829,40,68.0,0.0,0.0,0.4,-18,-18,19,120,644
1899,40,68.0,0.0,0.0,0.4,-18,-6,19,112,644
1900,40,68.0,0.0,0.0,0.4,-18,-6,19,116,644
2042,40,68.0,0.0,0.0,0.4,-12,-18,19,108,644
2044,40,68.0,0.0,0.0,0.4,-12,-18,19,116,644
2112,40,68.0,0.0,0.0,0.4,-12,-6,19,100,644
2113,40,68.0,0.0,0.0,0.4,-12,-6,19,104,644
2114,40,68.0,0.0,0.0,0.4,-12,-6,19,108,644
2115,40,68.0,0.0,0.0,0.4,-12,-6,19,112,644
2116,40,68.0,0.0,0.0,0.4,-12,-6,19,116,644
2117,40,68.0,0.0,0.0,0.4,-12,-6,19,120,644
2149,40,68.0,0.0,0.0,0.4,-12,0,19,104,644
2329,40,68.0,0.0,0.0,0.4,-6,-6,19,104,644
2331,40,68.0,0.0,0.0,0.4,-6,-6,19,112,644
2332,40,68.0,0.0,0.0,0.4,-6,-6,19,116,644
2333,40,68.0,0.0,0.0,0.4,-6,-6,19,120,644
2508,40,68.0,0.0,0.0,0.4,0,-12,19,100,644
2761,40,68.0,0.0,0.0,0.6,-30,-6,19,104,644
2763,40,68.0,0.0,0.0,0.6,-30,-6,19,112,644
2870,40,68.0,0.0,0.0,0.6,-24,-24,19,108,644
4138,40,68.0,0.0,0.0,0.8,-24,-30,20,116,644
4313,40,68.0,0.0,0.0,0.8,-24,0,19,120,644
926,41,57.0,0.0,0.0,0.2,-6,-24,19,108,644
1070,41,57.0,0.0,0.0,0.2,-6,0,19,108,644
1140,41,57.0,0.0,0.0,0.2,0,-24,19,100,644
1325,41,57.0,0.0,0.0,0.4,-30,-30,19,120,644
1973,41,57.0,0.0,0.0,0.4,-12,-30,19,120,644
2473,41,57.0,0.0,0.0,0.4,0,-18,19,104,644
2509,41,57.0,0.0,0.0,0.4,0,-12,19,104,644
2510,41,57.0,0.0,0.0,0.4,0,-12,19,108,644
2512,41,57.0,0.0,0.0,0.4,0,-12,19,116,644
2513,41,57.0,0.0,0.0,0.4,0,-12,19,120,644
2545,41,57.0,0.0,0.0,0.4,0,-6,19,104,644
2546,41,57.0,0.0,0.0,0.4,0,-6,19,108,644
2548,41,57.0,0.0,0.0,0.4,0,-6,19,116,644
2549,41,57.0,0.0,0.0,0.4,0,-6,19,120,644
2693,41,57.0,0.0,0.0,0.6,-30,-18,19,120,644
2832,41,57.0,0.0,0.0,0.6,-24,-30,19,100,644
3987,41,57.0,0.0,0.0,0.8,-30,-18,19,112,644
4596,41,57.0,0.0,0.0,0.8,-12,-24,19,100,644
928,42,52.0,0.0,0.0,0.2,-6,-24,19,116,644
2043,42,52.0,0.0,0.0,0.4,-12,-18,19,112,644
2222,42,52.0,0.0,0.0,0.4,-6,-24,19,108,644
2402,42,52.0,0.0,0.0,0.4,0,-30,19,108,644
2437,42,52.0,0.0,0.0,0.4,0,-24,19,104,644
2438,42,52.0,0.0,0.0,0.4,0,-24,19,108,644
2439,42,52.0,0.0,0.0,0.4,0,-24,19,112,644
2440,42,52.0,0.0,0.0,0.4,0,-24,19,116,644
2441,42,52.0,0.0,0.0,0.4,0,-24,19,120,644
2872,42,52.0,0.0,0.0,0.6,-24,-24,19,116,644
3052,42,52.0,0.0,0.0,0.6,-18,-30,19,116,644
3088,42,52.0,0.0,0.0,0.6,-18,-24,19,116,644
3089,42,52.0,0.0,0.0,0.6,-18,-24,19,120,644
3300,42,52.0,0.0,0.0,0.6,-12,-24,19,100,644
3303,42,52.0,0.0,0.0,0.6,-12,-24,19,112,644
3304,42,52.0,0.0,0.0,0.6,-12,-24,19,116,644
3305,42,52.0,0.0,0.0,0.6,-12,-24,19,120,644
3521,42,52.0,0.0,0.0,0.6,-6,-24,19,120,644
4023,42,52.0,0.0,0.0,0.8,-30,-12,19,112,644
4816,42,52.0,0.0,0.0,0.8,-6,-24,19,116,644
1141,43,55.0,0.0,0.0,0.2,0,-24,19,104,644
1248,43,55.0,0.0,0.0,0.2,0,-6,19,100,644
1788,43,55.0,0.0,0.0,0.4,-18,-24,19,100,644
1789,43,55.0,0.0,0.0,0.4,-18,-24,19,104,644
1971,43,55.0,0.0,0.0,0.4,-12,-30,19,112,644
3122,43,55.0,0.0,0.0,0.6,-18,-18,19,108,644
3339,43,55.0,0.0,0.0,0.6,-12,-18,19,112,644
3555,43,55.0,0.0,0.0,0.6,-6,-18,19,112,644
3556,43,55.0,0.0,0.0,0.6,-6,-18,19,116,644
3557,43,55.0,0.0,0.0,0.6,-6,-18,19,120,644
4024,43,55.0,0.0,0.0,0.8,-30,-12,19,116,644
4025,43,55.0,0.0,0.0,0.8,-30,-12,19,120,644
4060,43,55.0,0.0,0.0,0.8,-30,-6,19,116,644
1145,44,50.0,0.0,0.0,0.2,0,-24,19,120,644
1217,44,50.0,0.0,0.0,0.2,0,-12,19,120,644
1541,44,50.0,0.0,0.0,0.4,-24,-30,19,120,644
1757,44,50.0,0.0,0.0,0.4,-18,-30,19,120,644
2617,44,50.0,0.0,0.0,0.6,-30,-30,19,104,644
2620,44,50.0,0.0,0.0,0.6,-30,-30,19,116,644
3654,44,50.0,0.0,0.0,0.6,-6,0,18,100,644
3912,44,50.0,0.0,0.0,0.8,-30,-30,19,100,644
3986,44,50.0,0.0,0.0,0.8,-30,-18,19,108,644
3989,44,50.0,0.0,0.0,0.8,-30,-18,19,120,644
4021,44,50.0,0.0,0.0,0.8,-30,-12,19,104,644
4205,44,50.0,0.0,0.0,0.8,-24,-18,19,120,644
4419,44,50.0,0.0,0.0,0.8,-18,-18,19,112,644
4562,44,50.0,0.0,0.0,0.8,-12,-30,19,108,644
4598,44,50.0,0.0,0.0,0.8,-12,-24,19,108,644
4599,44,50.0,0.0,0.0,0.8,-12,-24,19,112,644
4633,44,50.0,0.0,0.0,0.8,-12,-18,19,104,644
4636,44,50.0,0.0,0.0,0.8,-12,-18,19,116,644
4815,44,50.0,0.0,0.0,0.8,-6,-24,19,112,644
4817,44,50.0,0.0,0.0,0.8,-6,-24,19,120,644
4853,44,50.0,0.0,0.0,0.8,-6,-18,19,120,644
4993,44,50.0,0.0,0.0,0.8,0,-30,19,104,644
4996,44,50.0,0.0,0.0,0.8,0,-30,19,116,644
5028,44,50.0,0.0,0.0,0.8,0,-24,19,100,644
5069,44,50.0,0.0,0.0,0.8,0,-18,19,120,644
1182,45,89.0,0.0,0.0,0.2,0,-18,20,100,644
1219,45,89.0,0.0,0.0,0.2,0,-12,20,104,644
1257,45,89.0,0.0,0.0,0.2,0,-6,20,112,644
1330,45,89.0,0.0,0.0,0.4,-30,-30,20,116,644
1795,45,89.0,0.0,0.0,0.4,-18,-24,20,104,644
1831,45,89.0,0.0,0.0,0.4,-18,-18,20,104,644
1834,45,89.0,0.0,0.0,0.4,-18,-18,20,116,644
1978,45,89.0,0.0,0.0,0.4,-12,-30,20,116,644
2014,45,89.0,0.0,0.0,0.4,-12,-24,20,116,644
2191,45,89.0,0.0,0.0,0.4,-6,-30,20,104,644
2195,45,89.0,0.0,0.0,0.4,-6,-30,20,120,644
2265,45,89.0,0.0,0.0,0.4,-6,-18,20,112,644
2266,45,89.0,0.0,0.0,0.4,-6,-18,20,116,644
2267,45,89.0,0.0,0.0,0.4,-6,-18,20,120,644
3057,45,89.0,0.0,0.0,0.6,-18,-30,20,112,644
3491,45,89.0,0.0,0.0,0.6,-6,-30,20,120,644
3705,45,89.0,0.0,0.0,0.6,0,-30,20,112,644
3957,45,89.0,0.0,0.0,0.8,-30,-24,20,112,644
3992,45,89.0,0.0,0.0,0.8,-30,-18,20,108,644
4567,45,89.0,0.0,0.0,0.8,-12,-30,20,104,644
4643,45,89.0,0.0,0.0,0.8,-12,-18,20,120,644
4820,45,89.0,0.0,0.0,0.8,-6,-24,20,108,644
4823,45,89.0,0.0,0.0,0.8,-6,-24,20,120,644
1187,46,78.0,0.0,0.0,0.2,0,-18,20,120,644
1503,46,78.0,0.0,0.0,0.4,-30,0,19,112,644
2155,46,78.0,0.0,0.0,0.4,-12,0,20,104,644
2876,46,78.0,0.0,0.0,0.6,-24,-24,20,108,644
2915,46,78.0,0.0,0.0,0.6,-24,-18,20,120,644
3660,46,78.0,0.0,0.0,0.6,-6,0,19,100,644
3661,46,78.0,0.0,0.0,0.6,-6,0,19,104,644
3734,46,78.0,0.0,0.0,0.6,0,-24,19,108,644
3735,46,78.0,0.0,0.0,0.6,0,-24,19,112,644
3736,46,78.0,0.0,0.0,0.6,0,-24,19,116,644
3737,46,78.0,0.0,0.0,0.6,0,-24,19,120,644
4454,46,78.0,0.0,0.0,0.8,-18,-12,19,108,644
4786,46,78.0,0.0,0.0,0.8,-6,-30,20,116,644
1273,47,4.0,0.0,0.0,0.2,0,0,17,104,644
1452,47,4.0,0.0,0.0,0.4,-30,-6,17,100,644
1488,47,4.0,0.0,0.0,0.4,-30,0,17,100,644
1489,47,4.0,0.0,0.0,0.4,-30,0,17,104,644
1490,47,4.0,0.0,0.0,0.4,-30,0,17,108,644
1708,47,4.0,0.0,0.0,0.4,-24,0,17,116,644
1921,47,4.0,0.0,0.0,0.4,-18,0,17,104,644
1923,47,4.0,0.0,0.0,0.4,-18,0,17,112,644
1924,47,4.0,0.0,0.0,0.4,-18,0,17,116,644
2141,47,4.0,0.0,0.0,0.4,-12,0,17,120,644
2352,47,4.0,0.0,0.0,0.4,-6,0,17,100,644
2355,47,4.0,0.0,0.0,0.4,-6,0,17,112,644
2784,47,4.0,0.0,0.0,0.6,-30,0,17,100,644
2785,47,4.0,0.0,0.0,0.6,-30,0,17,104,644
2786,47,4.0,0.0,0.0,0.6,-30,0,17,108,644
2787,47,4.0,0.0,0.0,0.6,-30,0,17,112,644
2788,47,4.0,0.0,0.0,0.6,-30,0,17,116,644
2789,47,4.0,0.0,0.0,0.6,-30,0,17,120,644
3000,47,4.0,0.0,0.0,0.6,-24,0,17,100,644
3001,47,4.0,0.0,0.0,0.6,-24,0,17,104,644
3002,47,4.0,0.0,0.0,0.6,-24,0,17,108,644
3003,47,4.0,0.0,0.0,0.6,-24,0,17,112,644
3004,47,4.0,0.0,0.0,0.6,-24,0,17,116,644
3005,47,4.0,0.0,0.0,0.6,-24,0,17,120,644
3219,47,4.0,0.0,0.0,0.6,-18,0,17,112,644
3220,47,4.0,0.0,0.0,0.6,-18,0,17,116,644
3221,47,4.0,0.0,0.0,0.6,-18,0,17,120,644
3612,47,4.0,0.0,0.0,0.6,-6,-6,17,100,644
3613,47,4.0,0.0,0.0,0.6,-6,-6,17,104,644
4084,47,4.0,0.0,0.0,0.8,-30,0,17,116,644
4085,47,4.0,0.0,0.0,0.8,-30,0,17,120,644
4264,47,4.0,0.0,0.0,0.8,-24,-6,17,116,644
5125,47,4.0,0.0,0.0,0.8,0,-6,17,104,644
5126,47,4.0,0.0,0.0,0.8,0,-6,17,108,644
5128,47,4.0,0.0,0.0,0.8,0,-6,17,116,644
1287,48,72.0,0.0,0.0,0.2,0,0,19,112,644
1860,48,72.0,0.0,0.0,0.4,-18,-12,19,100,644
1861,48,72.0,0.0,0.0,0.4,-18,-12,19,104,644
1862,48,72.0,0.0,0.0,0.4,-18,-12,19,108,644
1863,48,72.0,0.0,0.0,0.4,-18,-12,19,112,644
1865,48,72.0,0.0,0.0,0.4,-18,-12,19,120,644
1896,48,72.0,0.0,0.0,0.4,-18,-6,19,100,644
1897,48,72.0,0.0,0.0,0.4,-18,-6,19,104,644
1898,48,72.0,0.0,0.0,0.4,-18,-6,19,108,644
1901,48,72.0,0.0,0.0,0.4,-18,-6,19,120,644
2040,48,72.0,0.0,0.0,0.4,-12,-18,19,100,644
2076,48,72.0,0.0,0.0,0.4,-12,-12,19,100,644
2077,48,72.0,0.0,0.0,0.4,-12,-12,19,104,644
2078,48,72.0,0.0,0.0,0.4,-12,-12,19,108,644
2079,48,72.0,0.0,0.0,0.4,-12,-12,19,112,644
2148,48,72.0,0.0,0.0,0.4,-12,0,19,100,644
2150,48,72.0,0.0,0.0,0.4,-12,0,19,108,644
2151,48,72.0,0.0,0.0,0.4,-12,0,19,112,644
2152,48,72.0,0.0,0.0,0.4,-12,0,19,116,644
2257,48,72.0,0.0,0.0,0.4,-6,-18,19,104,644
2292,48,72.0,0.0,0.0,0.4,-6,-12,19,100,644
2293,48,72.0,0.0,0.0,0.4,-6,-12,19,104,644
2294,48,72.0,0.0,0.0,0.4,-6,-12,19,108,644
2296,48,72.0,0.0,0.0,0.4,-6,-12,19,116,644
2369,48,72.0,0.0,0.0,0.4,-6,0,19,120,644
2762,48,72.0,0.0,0.0,0.6,-30,-6,19,108,644
2799,48,72.0,0.0,0.0,0.6,-30,0,19,112,644
2868,48,72.0,0.0,0.0,0.6,-24,-24,19,100,644
2942,48,72.0,0.0,0.0,0.6,-24,-12,19,108,644
3016,48,72.0,0.0,0.0,0.6,-24,0,19,116,644
3017,48,72.0,0.0,0.0,0.6,-24,0,19,120,644
3084,48,72.0,0.0,0.0,0.6,-18,-24,19,100,644
3770,48,72.0,0.0,0.0,0.6,0,-18,19,108,644
4272,48,72.0,0.0,0.0,0.8,-24,-6,19,100,644
4273,48,72.0,0.0,0.0,0.8,-24,-6,19,104,644
1288,49,70.0,0.0,0.0,0.2,0,0,19,116,644
1289,49,70.0,0.0,0.0,0.2,0,0,19,120,644
1465,49,70.0,0.0,0.0,0.4,-30,-6,19,104,644
1466,49,70.0,0.0,0.0,0.4,-30,-6,19,108,644
1467,49,70.0,0.0,0.0,0.4,-30,-6,19,112,644
1468,49,70.0,0.0,0.0,0.4,-30,-6,19,116,644
1505,49,70.0,0.0,0.0,0.4,-30,0,19,120,644
2661,49,70.0,0.0,0.0,0.6,-30,-24,20,112,644
2663,49,70.0,0.0,0.0,0.6,-30,-24,20,120,644
2906,49,70.0,0.0,0.0,0.6,-24,-18,19,108,644
3157,49,70.0,0.0,0.0,0.6,-18,-12,19,104,644
4635,49,70.0,0.0,0.0,0.8,-12,-18,19,112,644
4885,49,70.0,0.0,0.0,0.8,-6,-12,19,104,644
1292,50,81.0,0.0,0.0,0.2,0,0,20,108,644
1293,50,81.0,0.0,0.0,0.2,0,0,20,112,644
1327,50,81.0,0.0,0.0,0.4,-30,-30,20,104,644
1437,50,81.0,0.0,0.0,0.4,-30,-12,20,112,644
1438,50,81.0,0.0,0.0,0.4,-30,-12,20,116,644
1439,50,81.0,0.0,0.0,0.4,-30,-12,20,120,644
1543,50,81.0,0.0,0.0,0.4,-24,-30,20,104,644
1833,50,81.0,0.0,0.0,0.4,-18,-18,20,112,644
1835,50,81.0,0.0,0.0,0.4,-18,-18,20,120,644
1938,50,81.0,0.0,0.0,0.4,-18,0,20,100,644
2048,50,81.0,0.0,0.0,0.4,-12,-18,20,108,644
2050,50,81.0,0.0,0.0,0.4,-12,-18,20,116,644
2087,50,81.0,0.0,0.0,0.4,-12,-12,20,120,644
2695,50,81.0,0.0,0.0,0.6,-30,-18,20,104,644
3126,50,81.0,0.0,0.0,0.6,-18,-18,20,100,644
3229,50,81.0,0.0,0.0,0.6,-18,0,19,104,644
3408,50,81.0,0.0,0.0,0.6,-12,-6,19,100,644
3526,50,81.0,0.0,0.0,0.6,-6,-24,20,116,644
3627,50,81.0,0.0,0.0,0.6,-6,-6,19,112,644
3841,50,81.0,0.0,0.0,0.6,0,-6,19,104,644
3842,50,81.0,0.0,0.0,0.6,0,-6,19,108,644
4426,50,81.0,0.0,0.0,0.8,-18,-18,20,116,644
5101,50,81.0,0.0,0.0,0.8,0,-12,19,104,644
5102,50,81.0,0.0,0.0,0.8,0,-12,19,108,644
5138,50,81.0,0.0,0.0,0.8,0,-6,19,108,644
1317,51,34.0,0.0,0.0,0.4,-30,-30,18,112,644
1318,51,34.0,0.0,0.0,0.4,-30,-30,18,116,644
1319,51,34.0,0.0,0.0,0.4,-30,-30,18,120,644
1533,51,34.0,0.0,0.0,0.4,-24,-30,18,112,644
1859,51,34.0,0.0,0.0,0.4,-18,-12,18,120,644
2361,51,34.0,0.0,0.0,0.4,-6,0,18,112,644
2682,51,34.0,0.0,0.0,0.6,-30,-18,18,100,644
2683,51,34.0,0.0,0.0,0.6,-30,-18,18,104,644
2685,51,34.0,0.0,0.0,0.6,-30,-18,18,112,644
2862,51,34.0,0.0,0.0,0.6,-24,-24,18,100,644
2863,51,34.0,0.0,0.0,0.6,-24,-24,18,104,644
2864,51,34.0,0.0,0.0,0.6,-24,-24,18,108,644
2898,51,34.0,0.0,0.0,0.6,-24,-18,18,100,644
2899,51,34.0,0.0,0.0,0.6,-24,-18,18,104,644
3078,51,34.0,0.0,0.0,0.6,-18,-24,18,100,644
3080,51,34.0,0.0,0.0,0.6,-18,-24,18,108,644
3114,51,34.0,0.0,0.0,0.6,-18,-18,18,100,644
3115,51,34.0,0.0,0.0,0.6,-18,-18,18,104,644
3117,51,34.0,0.0,0.0,0.6,-18,-18,18,112,644
3330,51,34.0,0.0,0.0,0.6,-12,-18,18,100,644
3331,51,34.0,0.0,0.0,0.6,-12,-18,18,104,644
3333,51,34.0,0.0,0.0,0.6,-12,-18,18,112,644
3511,51,34.0,0.0,0.0,0.6,-6,-24,18,104,644
3512,51,34.0,0.0,0.0,0.6,-6,-24,18,108,644
3547,51,34.0,0.0,0.0,0.6,-6,-18,18,104,644
3548,51,34.0,0.0,0.0,0.6,-6,-18,18,108,644
3549,51,34.0,0.0,0.0,0.6,-6,-18,18,112,644
